site_index,summary
161,هدف من از نوشتن این کتاب، این است که به مردم کمک کنم نبرد ذهنی را – که از دید معنوی با آن ها روبه رو هستند – درک کنند. «روان» به معنای روح و ماهیت است و در بسیاری موارد، ذهن ما نیازی به اصلاح ندارد؛ بلکه روح ما به بهبودی نیاز دارد. من شخصا در زندگی با افسردگی و اضطراب دست وپنجه نرم کرده ام و همین که روح و ذهنم را با مراقبه، دعا و حقایق معنوی تغذیه کردم، صلح و آرامش و شادی بیشتر و همچنین بهبودی را پیدا کردم. بخش بزرگی از این بهبودی به لطف موعظه های «اروین مک مانوس» بود که وقتی ۳۵ سال داشتم، عیسی مسیح را برای من زنده کرد. اروین به من کمک کرد تا درک کنم که ما نمی توانیم با راهکارهای انسانی در نبرد معنوی پیروز شویم. ما این کشمکش را با منبع بیشتر نیرو، حقیقت و قدرت برنده خواهیم شد.
162,کتاب مصور حاضر، جلد اول از «داستان های دوستی» و مشتمل بر 10 داستان کوتاه است که با زبانی ساده و روان برای کودکان و نوجوانان نگاشته شده اند. «همیشه مثل تو»، «خرس عروسکی»، «طناب های قرمز»، «موهای طلایی»، «سیب سرخ»، «اشرف خانم»، «بچه های زرنگ»، «گروه شبنم»، «کلاس بی ستاره»، «نوبت نان» عنوان های برخی از داستان های کتاب هستند. در داستان «اشرف خانم» می خوانیم: ««اشرف خانم» هم از تاکسی پیاده شد. راننده تاکسی، کیف بزرگ، هندوانه و چهارپایه پلاستیکی او را در صندوق عقب پایین گذاشته که رویش را گرفت و رفت».
163,با ایجاد تغییری جزئی به استقبال شادی و موفقیت بیشتر بروید. در بازی زندگی شما سربازی عاجز و بی اختیار نیستید میتوانید راهتان را انتخاب کنید و زندگی تان را طوری که دوست دارید بسازید. هربار یک تغییر ایجاد کنید. با ایجاد یک تغییر خواه بزرگ و خواه کوچک میتوانید باقی زندگی تان را عوض کنید این تغییر میتواند در سبک زندگی،نگرش،رفتار یا عادت خاصی صورت بگیرد.با برداشتن این قدم،روند مثبتی در زندگی تان آغاز خواهدشد که بر تمام جنبه های آن تاثیر میگذارد. اگر آماده ی ایجاد تغییر و استقبال از ایده ها و چالش های تازه اید،کتاب حاضر به شما نشان میدهد که چگونه تمرکز لازم برای برداشتن این قدم را به دست آورید.با ذکر مثال هایی واقعی از زندگی افرادی که تغییر مثبتی ایجاد کرده اند و گام های عملی متعددی که در این راه یاری تان میکنند،می فهمید که چگونه به خود انگیزه دهید و چطور خود را به شخصی که همیشه میخواستید باشید بدل کنید. کاری کنید که هیچ وقت افسوس گذشته را نخورید. طوری زندگی کنید که به خود افتخار کنید. یادتان باشد اولین قدم آسان است. کاری که باید انجام داد ایجاد تغییر است.
164,کتابی که زمانی تحریم شده بود اما اکنون جزء متونی است که مدارس دولتی آمریکا به خواندن آن تاکید می کنند و به بسیاری از زبان های دنیا از جمله انگلیسی، ایتالیایی، سوئدی و هلندی ترجمه شده است. اثری که در بین 5 رمان برتر قرن بیستم آمریکای لاتین برشمرده شده است. توصیفات و شرح داستان به گونه ای است که خواننده، خود را در فضای کتاب حس می کند و با شخصیت داستان احساس نزدیکی و همزاد پنداری می یابد. زندگی در کلبه ای چوبی که صاحب آن از سوراخی به آسمان شب و ستاره ها نگاه می کند، شخصیتی که زودتر از خورشید از خواب بر می خیزد و این به عادتی برایش تبدیل شده است. عادت، آنچه که زندگی همه انسان ها با آن گره خورده است.
165,این کتاب، شرحی نسبتا کامل از مذاکرات آمریکایی ها با محمد مصدق و دولت زاهدی بر سر مناقشه نفتی برای رسیدن به توافق با بریتانیا است. این شرح به روایت یک طرف مذاکره، یعنی آمریکایی ها است؛ روایتی که در فقدان روایت ایرانی از این مذاکرات اهمیتی بسزا دارد.اسناد منتشره در این کتاب از جلد دهم مجموعه اسناد روابط خارجی ایالات متحده درباره ایران است و با توجه به مفقود شدن یا نابودی بسیاری از اسناد خانه مصدق در جریان کودتای 28 مرداد، تنها روایت از این مذاکرات به حساب می آید.«اسناد سیاسی سفارت آمریکا در تهران»، روایتی جزئی و گیرا از مسائل ایران و تاریخ دیپلماسی کشور است؛ روایتی که علاوه بر شرح بخشی از تاریخ ایران، نمایانگر تجربه ای از مذاکرات دیپلماتیک ایرانیان با یک قدرت خارجی برای توافق با قدرت خارجی دیگر است.این مجموعه تنها شامل اسناد خام نیست و ویراستاران براساس سیاست انتشار اسناد در آمریکا حذفیاتی انجام داده اند که با نقطه چین مشخص شده اند.در بخشی از مقدمه کتاب آمده است: ماجرای نفت در دوره مصدق همچنان از موضوعات مهم در تاریخ معاصر ایران است؛ ماجرایی که حتی جنبه سیاسی و ژورنالیستی پیدا کرده و این سایه غیرعلمی بر تحقیقات تاریخی موضوع سنگینی می کند. بر مبنای چنین وضعیتی است که مذاکرات نفت به محاق فراموشی رفته و سیاسیون و روزنامه نگاران بدون توجه به آنچه رخ داده، مصدق را به لجاجت در برابر رسیدن به توافق یا اعتماد بیش از حد به آمریکایی ها برای دستیابی به توافق متهم می کند. نکته اینکه هر دو قضاوت فارغ و عاری از نگاه منصفانه تاریخی است؛ قضاوت هایی که عمدتا در پی بهره داری امروزی از گذشته هستند. چنین رویکردی به تاریخ، راه به انحراف و تحریف می برد. بازسازی گذشته می بایست بر مبنای اسناد و منابع باشد نه بر مبنای ذهنیات و منویات سیاسی و ایدئولوژیک. تحلیل هایی از این دست با کمبود اسناد و منابع جلوه گری بیشتری دارند، چرا که نقیضی برای خود نمی بینند. انتشار اسناد داخلی و خارجی این کمبود را برطرف می کند و راه بر تحلیل ها و روایت های ناصواب می بندد.
166,این فرهنگ، دارای بیش از 10 هزار واژۀ فارسی است که از میان واژگان پایه و پرکاربرد زبان فارسی برگزیده شده اند. فرهنگ معاصر جیبی فارسی - فرانسه برای پاسخ گویی به نیازهای اولیۀ دانش آموزان و دانشجویانی تهیه شده که می خواهند فرهنگی کم حجم، اما غنی و کارآمد در اختیار داشته باشند. در ضبط برابرهای فرانسه کوشش شده تا واژه ها و عبارات مصطلح و مأنوس زبان فرانسه مورد استفاده قرار گیرند. برای ضبط تلفظ واژه های فارسی از ساده ترین روش استفاده شده است. از ویژگی های دیگر فرهنگ حاضر، دسته بندی برابرها و درصورت لزوم، تعیین حوزۀ معنایی و زمینۀ کاربرد واژه هاست.
167,زبان قلمروی است پیچیده و پرابهام که تنها دانشمندان حوزه زیست شناسی را درگیر ساختار اسرارآمیز خود نکرده بلکه پای فیلسوفان ومتفکران را هم به شناخت خود باز کرده است. فلسفه زبان برآمده از اعماق ند ساختار مدرنیسم سنتی است. ویتگنشتاین و گادامر با جسارت تمام نظم دکارتی و کانتی را به چالش کشیده و با الگو گرفتن از قدیس آگوستین زبان و ذهن را به گونه ای دیگر توصیف کرده اند.
168,مجموعه‌ی موش و دوستانش مجموعه‌ای است جذاب که کودکان از شنیدن یا خواندن قصه‌هایش لذت خواهند برد. شخصیت‌های این مجموعه، موش و دوستانش فیل کوچولو و جوجه اردک می‌باشند. این سه دوست بازی‌گوش با کارهای خود کودکان را سرگرم کرده و به تقویت قوه‌ی خلاقیت آن‌ها کمک می‌کنند.
169,"کتاب ""چرا با آدم عوضی ازدواج میکنیم؟"" از مجموعه ""مدرسه زندگی"" نوشته ""آلن دوباتن"" میباشد که در آن موضوعی را مطرح میکند کخ دغدغه بسیاری از افراد میباشد.او انتخاب گزینه غلط برای ازدواج را شروع اشتباهات پی در پی میداند و راهنمایی های برای جلوگیری از این انتخاب ارائه میدهد و چگونه خروج کردن از این اشتباهات پی در پی را توضیح میدهد.او موضوع را با خودشناسی شروع میکند و معتقد است تمام تصمیمات درست و غلط بدلیل شناخت درست از خودمان میباشد.""آلن دوباتن"" اشاره میکند زمانی میتوان یک انتخاب خوب مخصوصا در زمینه عاطفی کرد که تسلط کامل بر روی خود و شخصیت خود پیدا کرده باشیم و بدنبال آن میتوانیم انتخاب مناسبی انجام دهیم.اما خودشناسی را در هیچ یک از مراحل آموزشی نمیتوان یافت به همین دلیل اکثریت جامعه دید درستی ازین موضوع ندارند.مجموعه ""مدرسه زندگی"" سعی براین دارد که دراین دنیای امروز که اکثر افراد غرق در مسائل روزمره میشوند و جنگیدن و دویدن در پی هیچ،آنها را از تفکر در مورد خود غافل کرده،برای شناخت و تفکر در مورد خود راهکار های ارائه دهد.این شناخت میتواند باعث بهبود بسیاری از نواقص افراد شده و در پی آن بهبودی روابط را بدنبال خواهد داشت. فهرست کتاب:دلایل انتخاب وصله ی ناجور1. ما خودمان را نمی شناسیم2. دیگران را درک نمی کنیم3. ما به خوشبخت بودن عادت نکرده ایم4. مجرد بودن وحشتناک است5. غریزه بسیار پرستیژ دارد6. ما به مدرسه ی عشق نمی رویم7. می خواهیم خوشبختی را منجمد کنیم8. فکر می کنیم خیلی خاصیم9.می خواهیم دیگر به عشق فکر نکنیمچه موقع آماده ی ازدواج هستیم؟1. دست از کمال گرایی برداریم2. امیدی به این که درک مان کنند نداشته باشیم3. وقتی بفهمیم دیوانه ایم4. برای مهرورزی آماده ایم، نه مهرطلبی5. وقتی آماده ی سرپرستی هستیم6. وقتی درک کنیم روابط جنسی و عشق، در عین حال، هم به یکدیگر متعلق هستند هم نیستند7. وقتی آماده ی یادگیری هستیم و با طیب خاطر آن را می پذیریم8. وقتی می فهمیم آنقدرها هم سازگار نیستیمنتیجه گیریتأثیر مخرب داستان های عاشقانه بر زندگی عاشقانه1. به صورت قصه های هشداردهنده2. به عنوان نقشه های پیشرفت3. به عنوان پند و اندرز"
170,کتاب برای تمامی دوستداران هنر فیلم و فیلمسازی مخصوصا تدوین فیلم مجالس تالیف گردیده است. این کتاب می تواند برای تمامی تدوینگران ، دانشجویان وهنر آموزان بسیار مفید باشد. اگر میخواهید ترفندهای نرم افزار ادیوس و تدوین حرفه ای با آن را یاد بگیرید مطالب این کتاب را بخوانید.
171,فهرست موضوعی کتاب:1- تاریخچه کرم های خاکی و تولید ورمی کمپوست و طبقه بندی آنها2- خصوصیات فیزیولوژیکی،مورفولوژیکی،تولید مثل و شرایط لازم برای پرورش و بستر کرم ها3- جداسازی کرم ها از بستر و جمع آوری کمپوست4- روش های مدیریت کرم ها5- محصولات وابسته به تولید و پرورش کرم،کاربرد کرم ها در کشاورزی،صنعتفمکمل های غذایی،طب و محیط زیست6- تاثیر ورمی کمپوست روی رشد و عملکرد گیاهان زراعی و باغی7- ترکیب ورمی کمپوست در سیستم های کوددهی با پسماندهای سبز8- تاثیر ورمی کمپوست روی اصلاح و تحول توده های آلی9- تاثیر اکولوژیکی ورمی کمپوست روی اکوسیستم های زراعی و خاک10- بررسی خصوصیات فیزیکی و شیمیایی کود ورمی کمپوست11- تاثیر کرم های خاکی روی خصوصیات فیزیکی،شیمیایی و بیولوژیکی خاک
172,"کتاب "" بازی مشتری یابی"" یکی از پرفروش ترین کتاب های حوزه بازاریابی شبکه ای در سایت آمازون و انگلستان است. در این کتاب می آموزید چگونه با مشتریان احتمالی که فورا به شما نمی پیوندند، چه برخوردی داشته باشید!این کتاب 143 صفحه ی 18 فصل دارد و رندی گیج نویسنده و آموزش دهنده برتر بازاریابی شبکه ای پیش گفتاری را در این کتاب نوشته است. در هر فصل نویسنده شما را با نکات جدید و کاربردی آشنا می کند و به شما می آموزد تا با اعتماد به نفس، پیگیری و پشتیبانی لازم را انجام دهید تا موفق شوید. بازی مشتری یابی یعنی تبدیل پاسخ های منفی به موفقیت در بازاریابی شبکه ای ست."
173,هرکس که تابه حال دمخور حیوانات بوده خوب می داند که آنها مخلوقاتی حساس، باهوش و متفکرند. کسانی که صاحب سگ یا گربه ای هستند لازم نمی بینند وارد وراجی ها و بحث های انتزاعی فلسفی درباره ی ماهیت ذهن بشوند تا بفهمند سگ ها و گربه ها هم شعور دارند. آن ها درکی از محیط اطرافشان دارند، خواسته هایی دارند، درد و لذت را حس می کنند و هرکدام خلق و خویی خاص خود دارند. بسیاری از ما این چیزها را درباره ی حیواناتی که هر روز با آنها زندگی می کنیم می دانیم، اما به ذهن بیشترمان خطور نمی کند که سایر حیوانات هم قادر به حس و درک همین چیزها هستند. در سرتاسر این کتاب از شما می خواهم تعصبات خود را یک سو نهید و درباره ی پرسش های «این کتاب» تعمق کنید. من به این نتیجه رسیدم که اگر به اصول و ارزش های اخلاقی ام اهمیت می دهم باید تا آنجا که می توانم از مشارکت در اعمال ظلم و ستم به حیوانات کنار بکشم... وقتی دیدم چطور حیوانات به عنوان کالا مورد بهره کشی قرار می گیرند متوجه شباهت های آن با شیوه ی بهره کشی از انسان ها به عنوان نیروی کار شدم و...
174,اثر پژوهشی حاضر در ده بخش با عناوین: “روایت”، “مرگ”، “رمان”، “جنگ”، “مرگ در رمان های ایرانی”، “روایت مرگ در رمان های ایرانی”، “مرگ در رمان های جنگ فرانسه”، “روایت مرگ در رمان های جنگ فرانسه”، “مقایسۀ روایت مرگ در رمان های ایران و فرانسه” و “نتیجه گیری” نگاشته شده و به مقایسۀ رمان های جنگ ایران و فرانسه و بررسی مسئلۀ مرگ در آن ها، یکی از پیامدهای مهم و تلخ جنگ، پرداخته است.
176,این پرسش که فلسفه چیست ، پاسخ‌های گوناگون دارد: پاسخ‌هایی به گوناگونی دیدگاه‌های فلسفی. از این روست که با آن همه فیلسوفان به طرح این پرسش نپرداخته‌اند، با این حال می‌توانیم در گفته‌های همه آنان پاسخی برای این پرسش بیابیم...
177,در سال ۲۰۰۶ برنامه‌ای در ایستگاه رادیویی KUSC باعنوان «از رهبر ارکستر بپرس» تهیه شد. شکل برنامه خیلی ساده بود؛ شنوندگان برنامه سوال‌های خودشان را با ایمیل می‌فرستادند و به آنها جواب داده می‌شد. بیش از دویست استاد مدرسۀ موسیقی تورنتون پاسخ این سوالات را می‌دادند. این برنامه خیلی زود به محبوبیت رسید، این محبوبیت به‌اندازه‌ای بود که تا ده سال به‌عنوان برنامۀ هفتگی رادیویی لس‌آنجلس پخش می‌شد. به‌عبارت‌دیگر می‌توان گفت که در طول این سال‌ها بیش از صدها سوال‌و‌جواب ارائه شد. نکتۀ جالب این برنامه کیفیت و خاص بودن سوال‌هایی بود که شنونده‌ها طرح می‌کردند. وقتی برای جواب سوال‌ها به هرکدام از اساتید مراجعه می‌شد همگی عباراتی مثل «خیلی جالب است، تابه‌حال به این موضوع فکر نکرده بودم»، یا «تابه‌حال این‌گونه به موضوع نگاه نکرده بودم» ابراز می‌کردند. در نتیجه آنچه در طول این ده سال رخ داد، سوال‌های فراوانی دربارۀ موسیقی و پاسخ‌های ساده به آنها بود. این کتاب از سوال‌هایی تشکیل شده که ممکن است برای مدتی ذهن شما را درگیر کرده باشد.
178,مولف در«قصه عاشقان قدیمی» به تحقیق و بررسی در چگونگی قصه عامیانه (ساختار، خاستگاه اجتماعی، زمان پیدایش و ویژگی های آن منظور نظر است) و نیز با نگاهی به هنر قصه گویی (نقالی) از دیرباز تا امروز پرداخته و با بهره گیری از آثار بزرگانی که در تاریخ فرهنگ عامیانه (فولکلور) ایران اهورایی قلم زده اند، همچون زنده یادان صادق هدایت. فضل الله مهتدی (صبحی)، عباس اقبال، دکتر محمد جعفر محجوب و سید ابوالقاسم انجوی شیرازی بر غنای نوشته خود افزوده، همچنین دو قصه عاماینه عاشقانه کهن را تصحیح و در پایان کتاب آورده و...
179,به عقیده ی نگارنده تن ما چیزی جدا و مقابل زکاوت، احساسات و روح ما نیست، بلکه شامل همه ی آنها و منزل گاهشان است. بدین گونه، شناختن و توجه داشتن به تن خود، توجه داشتن به تمامی وجود خود ماست. زیرا جسم و روح، خصوصیات جسمی و خصوصیات روانی و حتی نیرو و ضعف، مظاهر دوگانگی وجود نیستند، بلکه متعلق به یک وجود واحد هستند. نگارنده در این کتاب خواننده را با مسائل و روش های طبیعی حل مسایل کسانی آشنا می کند که تن را یک واحد تفکیک ناپذیر وجود می شناسند. همچنین حرکاتی را به خواننده پیشنهاد می کند که ذکاوت عضلانی آنها را تکامل خواهد بخشید.
180,"در این کتاب نویسنده می‌کوشد ضمن ارائه دیدگاهی درباره‌ی امنیت و طرح تفاوت‌ها و تمایزات کشورهای در حال توسعه، چالش‌هایی را که در راه قوام دولت در جهان سوم وجود دارد و آثار و تبعاتی که از فرایند ناتمام ساختارهای دولت (همچون عدم هماهنگی ملت و دولت و عدم تمایز رژیم سیاسی و دولت) ناشی می‌شود به منزله‌ی وجوهی از تهدیدات امنیتی در جهان سوم بررسی شده و این نتایج را عرضه می‌کند: ""در بیشتر موارد میان وجوه داخلی و خارجی امنیت تضادی آشکار وجود دارد""، ""موقعیت جغرافیایی کشور و جایگاه نسبی آن در گردونه توازن قدرت منطقه‌ای تعیین کننده‌ی نیازهای فوری دفاعی هر کشور و سرشت تهدیدهای پیش روی آن است""، ""امنیت کشورهای در حال توسعه در دهه (1990) و پس از آن را تنها می‌توان بر حسب تعدادی تنش یا مجموعه‌ای از دوگانگی‌ها دریافت که میان تقاضاهای غالبا متعارض و پیامدهای تناقض‌آمیز بروز می‌کند. این تنش‌ها و دوگانگی‌ها در سلسله مراتبی از سطح داخلی تا سطح خارجی به موازات هم عمل می‌کنند، ولی تکامل آن‌ها در قالب ترکیبات خاصی که بستگی به اوضاع محلی، منطقه‌ای و بین المللی دارد، تعیین کننده وضع امنیت نهایی هر کشور خاص است""."
182,کتاب راهنمای سفر به دبی، اطلاعات کاملی برای مسافرت به این شهر دیدنی ارائه می‌دهد تا به دبی سفر کنید و نگران مشکلی نباشید. این کتاب، شما را از داشتن راهنمای گردشگری بی‌نیاز می‌کند و تمام اطلاعات لازم را برای سفری راحت به شهر دبی، در اختیارتان قرار می‌دهد.
183,مطالعه­ بعضی آثار، سفری است یگانه در دنیایی جدید و تجربه­ای غیرقابل مقایسه با تجربیات دیگر. فقط گاهی اوقات، با در دست گرفتن کتابی، می­توانیم گذر زمان را از یاد ببریم و چنان غرق در فضاسازی و هوشمندی پدیدآورندگان شویم که یک نفس تا آخرین صفحه بخوانیم و با هیجان، سراغ داستان­های بعدی و جلدهای بعدی برویم.«ماجراهای ماشین مشتی ممدلی» چنین مجموعه ­ای است؛ پروازی منحصر به­فرد و خیالی بر بال کلمات، اصطلاحات و ماجراهای واقعی تاریخی که با چاشنی تخیل و نوآوری، ماجراهایی جذاب و غیرقابل­پیش­بینی و خنده­ دار را ایجاد­کرده ­است.«جمال اکرمی» با تکیه بر ده ­ها سال نویسندگی برای نوجوانان راهی بر دعوت ساکنان دنیای دیجیتال به کوچه ­پس ­کوچه ­ها و بازارچه­ های قدیمی یافته و گرد و غبار را از روی نام­هایی که قرائت خشک و خسته ­کننده­ رایج، موجب فراموشی­ شان شده، زدوده و به آنها زندگی دوباره­ ای داده.قلم سلیس و مسلط وی به اصطلاحات تهرانی اصیل، نمایشی بزرگ با حضور ده ­ها شخصیت از پادشاهان قاجار گرفته تا چهره­ های مشروطه­ خواه، دلقک­های درباری و مردم عادی کوچه و بازار ترتیب داده. صحنه­ این نمایش، کاخ­ها، گذرها و بازارچه ­های قدیمی، تکیه دولت و محل­های آشنا برای ساکنان پایتخت در صد سال گذشته است. سه شخصیت ثابت، در طول مجموعه، این روایت ­های نمکین و گاه هجان ­انگیز و نفس­بر را به هم پیوند می­دهند: مشتی ممدلی و اتولخان؛ راننده­ معروف و ماشین قراضه­اش که از سالها پیش تصنیف­ عامیانه­ای برایشان ساخته ­شده، و شخص نویسنده که گه­گاه در لحظات حساس ماجرا ظاهر می­شود و وجه خیالی روایت را تقویت می­کند.همچنان­که در کتاب اشاره شده، «ماجراهای مشتی ممدلی» ادعا یا قصد بیان واقعیت­های تاریخی را ندارد و تنها، از اتفاقاتی مثل جشن عروسی دختر مظفرالدین شاه در شمس­العماره، پرواز نخستین بالن در میدان مشق آن زمان، پرتاب بمب توسط حیدرخان عمواوغلی به مظفرالدین­شاه و وقایع متعدد دیگر، ایده گرفته و ماجراهای خنده­ داری را نوشته. در­واقع، این اثر قادر است تا باب آشنایی عمیق ­تر نسل جدید را با سابقه­ ی فرهنگی مردم تهران باز کند و جرقه ­ای برای مطالعات جدی باشد.هر کتاب، از سه داستان کوتاه با ریتم سریع و حجم کم، منطبق بر حوصله­ و سلیقه­ نوجوانان، تشکیل شده و طرح­های قلمی تک­رنگ «فرهاد جمشیدی»، شخصیت­ پردازی و فضاسازی را کامل کرده ­است. کاغذ متفاوت و نخودی مجموعه، در کنار چاپ و صفحه ­آرایی حرفه­ای، اثری در خور سلیقه­ مخاطب نوجوان را فراهم ­آورده­ و چندلایه بودن اثر، باعث شده تا بزرگسالان هم، از آن لذت ببرند و دوستش داشته باشند و از زاویه­ دید جدید صاحب اثر لذت ببرند.اگر، از داستان­های طنز خوش­تان می­آید، غافلگیر شدن را دوست دارید و از سربه­ سر گذاشتن با آدم­های مهم و در هم ریختن مرز خیال و واقعیت، خواب و بیداری و گذشته و حال، هیجان ­زده می­شوید، این مجموعه­ ده جلدی، انتخاب خوبی می­تواند باشد. اتول مشتی ممدلی، هر روز و بی­معطلی شما را به گردشی مفرح و به­ یادماندنی دعوت می­کند.
184,این کتاب حس مسئولیت پذیری را در کودکان افزایش داده و به تقویت روحیه کار جمعی و بهبود مهارت های اجتماعی در آن ها کمک می کند. کتاب بیا با هم بازیافت کنیم برای گروه سنی الف و ب به نگارش در آمده است.
185,جو تالبرت، خانواده‌ی خاصی دارد. پدرش قبل از به دنیا آمدن او مادرش را رها کرده، مادرش هم به اختلال دوقطبی مبتلاست و هم دائم‌الخمر است، و برادر ناتنی‌اش گرفتار اوتیسم است. جو از خانواده‌‌اش به دانشگاهی در شهری دیگر می‌گریزد، و برای یک پروژه‌ی زندگی‌نامه‌نویسی در آغاز تحصیلاتش به سراغ پیرمردی در آسایشگاه سالمندان می‌رود تا تکلیفش را به آسان‌ترین شکل انجام دهد. اما به‌زودی معلوم می‌شود که پیرمرد کهنه سرباز ویتنام و قهرمان ملی است، که به دلیل تجاوز به یک دختر نوجوان و قتل او به حبس ابد محکوم شده و روزهای آخر عمرش را به دلیل بیماری در آسایشگاه می‌گذراند. جو می‌خواهد بداند که این پیرمرد واقعا یک هیولای کودک‌آزار است یا دست‌های دیگری در کار سرنوشت او بوده، تا شاید خودش هم آرامش گمشده‌‌اش را به دست آورد. او همراه دختر سردمزاجی به نام لی‌لا قدم به قدم در دل معمایی جنایی پیش می‌روند که حل آن می‌تواند معنای مدفون زندگی و عشق را برای آن‌ها آشکار کند.
186,وقتی کتاب های مودیانو، برنده ی نوبل ادبیات را می خوانید، احساس می کنید نویسنده خواب هایش را برای تان باز می گوید. رمان خاطرات خفته آخرین اثر مودیانو بیش از باقی آثارش از این ویژگی برخوردار است. در این رمان موجز و کم نظیر مودیانو به بازخوانی و یادآوری خاطرات دهه ی بیست زندگی اش می پردازد. خاطرات جوانی گریزپا و تشنه ی دانستن که در خیابان ها و کافه های پاریس سرگردان حقیقت است. در رمان خاطرات خفته با متنی پرآشوب و بدیع روبه رو هستید، از همان جمله های اول همراه با دلهره وسوسه می شوید که مودیانو را در سفرش به درون خود و به گذشته گام به گام دنبال کنید، همانا سفری در دل خطرها، سرخوشی ها، دل بستن ها، گریختن ها و نیز فراموشی. این چنین است که مودیانو شما را به دنیای سیاه و سفید خاطراتی می برد که واقعیت را برهنه و بسنده اما با سایه روشن هایی ملایم به نقش می کشند رمان خاطرات خفته، اثر پرفروش پاتریک مودیانو، نویسنده فرانسوی است. این کتاب که در سال ۲۰۱۷ منتشر شد، پرده ای زیبا است که خاطرات، ملاقات های مبهم و رازآلود، و احساسات از هم پاشیده را به تصویر می کشد. این کتاب در دسته بندی داستان های پلیسی قرار می گیرد.این اولین کتاب وی پس از نوبل ۲۰۱۴ است و نگاهی به گذشته او دارد تا انعکاسی از لایه های درونی مخرب عشق، رویا و اشتباهات جوانی، تخیلات و هوس ها و سودای از دست دادن را نشان دهد.داستان از زبان مردی مسن روایت می شود که از دوره ای از زندگی اش و ارتباطش با چند زن مرموز به نام های ژنویو، مارتین، مادلین و مادام هوبرسون می گوید و به رابطه ی بدی که با والدینش داشت، کودکی غیرمعمولش و سال های ناخوشایند جوانی اش می پردازد که سبب شد به نویسنده مشهوری تبدیل شود.
187,ساخت سوپرمارکت ها و فروشگاه های بزرگ نشانه ی پیشرفت شهر و کسب و کار است. اما وجود آنها می تواند رونق مغازه های کوچک را به خطر بیندازد. برای همین اگر مغازه های کوچک بخواهند به فعالیت خود ادامه دهند، باید با فروشگاه ها وارد رقابت شوند. رقابت یک مغازه ی نقلی با یک فروشگاه چند طبقه که همه چیز دارد، کار سختی به نظر می رسد. ولی اگر مثل مغازه ی بابابزرگ لوسی چیزهای ارزشمند زیادی داشته باشند، حتما پیروز می شوند. بعضی وقت ها آدم های خوب، همدل و مهربان بیشتر از یک سوپرمارکت بزرگ برای مردم شهر ارزش دارد و همین آدم های خوب هستند که زندگی در شهر را زیباتر می کنند.
188,یوگا، این ورزش کهن، ریشه در تاریخ داشته و همراه با آیورودا، دانش طول عمر و سلامتی، قدمتی چند هزار ساله دارند. و پای به پای هم رشد کرده تا به ما رسیده اند. آیورودا به عنوان یک علم کل نگر پایه ریز شیوه ای از زندگی است که سلامتی و طول عمر را به همراه دارد و در این شیوه که امروزه به عنوان لایف استایل معروف است. ورزش را یکی از قدرتمندترین روش های پیش گیری و در مواردی درمان مطرح می کند. ورزش در آیورودا با یوگا و مدیتیشن شناخته می شود. در این کتاب با بررسی علم تربیت بدنی از دیدگاه علم نوین و آیورودا. دنیای جدیدی از نحوه ی تمرینات یوگا به روی علاقه مندان گشوده می شود و علاوه بر ارائه ی آساناهای مورد استفاده برای هر طبع و مزاج (دوشا)، روش های تمرین یوگا به طور کامل توضیح داده می شود.
189,"عشق هیچ وقت آسان نیست-به خصوص زمانی که نامزدتان، مهاجری غیرقانونی است که برای بار دوم توسط قاچاقچیان جنسی ربوده شده است. اما شانس در خانه ی نامزد زن ربوده شده را زده و کارآگاه خبره و باهوش، کمال کایانکایا، مسئولیت پرونده را به عهده گرفته است. او که پدرش زباله جمع کنی ترک تبار بوده است، اطلاعاتی از زندگی در حاشیه ی ناخوشایندترین شهر آلمان، فرانکفورت، دارد. 
کایانکایا به زیر پوست این شهر می رود، جایی که حاکمیت قانون هیچ معنایی نداشته و برای پلیس، هیچ اهمیتی ندارد که کسی زنده بماند و یا بمیرد. رمان مرد است و قتلش، آقا کمال!، سرشار است از کاراکترهای فراموش نشدنی، گفت وگوهای هوشمندانه و خلاق و جزئیاتی بسیار دقیق و استادانه. اما توصیفات خارق العاده ی آرژونی از سیاست های نژادی در اروپای معاصر، ملی گرایی های پوچ و بی معنی و بی عدالتی های اجتماعی است که رمان های این نویسنده را از سایر آثار ادبی، متمایز ساخته است."
190,کتاب حاضر در سال ۲۰۰۴ منتشر شده است و منبع مناسبی برای علاقه مندان فلسفه اپیکوری و نیز فلسفه مرگ به شمار می آید و تلاشی اساسی در جهت بررسی و نقد استدلالهای اپیکوریان در نابجا بودن هراس از مرگ.
191,کتاب حاضر، متن فیلم‌نامه «رهایی از شاوشنگ» است. بخش زیادی از این فیلم‌نامه در زندان می‌گذرد. در محیطی بسته و محدود که این خودبه‌خود کار نوشتن را سخت می‌کند. چیزی نزدیک به بیست سال در این زندان می‌گذرد تا مخاطب با زندگی خوف‌آور و ناامیدکننده چند زندانی آشنا شود. همه تسلیم میله‌ها شده‌اند و می‌دانند که باید به آن‌ها عادت کنند، گویی که سرنوشت جور دیگری برای آن‌ها رقم نخواهد خورد. اما در مرکز این درام مردی واقع‌شده که می‌داند با اتکا به امید می‌تواند کنت مونت کریستو وار از زندان رها شود.
